subject,story_id,noise_condition,recall_index,recall_events,random_events,diagonal_score,reversed_score,event_number
1,3,-4SNR,3,0.2741955426925538,0.1217672225800695,0.14104366756187714,0.5143525026305753,4
1,3,-4SNR,9,0.06510821680368742,0.28154021560574216,0.02436096390001526,0.02436096390001526,5
1,3,-4SNR,4,0.5143525026305753,0.19305788397389076,0.4159330141006077,0.1512878069188151,6
1,3,-4SNR,7,0.29061086756647014,0.13190309908111292,0.29061086756647014,0.04616497351532259,7
1,3,-4SNR,7,0.3562330686681762,0.1612577004884732,0.28747210407394497,0.10019474666454224,8
1,3,-4SNR,4,0.2764479128941682,0.2159484145107408,0.23355250137058117,0.09320858261919698,9
2,1,+2SNR,1,0.3888482979709547,0.18573692832796823,0.3888482979709547,0.1337086294503382,1
2,1,+2SNR,3,0.16553532148960684,0.18343263590183329,0.14091776423078245,0.36799650202847306,2
2,1,+2SNR,6,0.5316394731358458,0.19182304380953563,0.3100154156080841,0.19965325461675495,3
2,1,+2SNR,6,0.4725879428165162,0.21672100048128953,0.2145525205946754,0.14175220263844546,4
2,1,+2SNR,7,0.2517472274197671,0.2261290554984712,0.13338510910552637,0.18065564703711331,5
2,1,+2SNR,9,0.4460757701903161,0.23392424986246607,0.2972758427652083,0.17632177678309166,6
2,1,+2SNR,18,0.3893274615381682,0.21800784270689777,0.227704261128468,0.2086321325574209,7
2,1,+2SNR,9,0.4360326174549769,0.2055019635377583,0.4113318219921951,0.12815415572321215,8
2,1,+2SNR,12,0.4355984257638008,0.1581448147598648,0.28629090324746426,0.1979769122911922,9
2,1,+2SNR,16,0.43156961324544224,0.1537949927519341,0.24006115579092333,0.1889767405099507,10
2,1,+2SNR,18,0.31485244039035953,0.1859157621031269,0.21866086091369977,0.21866086091369977,11
2,1,+2SNR,19,0.3680570754797952,0.16916512515694804,0.13418734598101026,0.2668937195061474,12
2,1,+2SNR,16,0.252061315293561,0.22375473834607812,0.1887397366370643,0.2139524634455244,13
2,1,+2SNR,17,0.2089256567503233,0.2744152487433932,0.07038983732161454,0.3723952521858298,14
2,1,+2SNR,16,0.2548100684788454,0.2565130790176228,0.1951995338660578,0.21469743494008983,15
2,1,+2SNR,17,0.25536099631212733,0.2566790558799424,0.24775690474759943,0.22971123167984667,16
2,1,+2SNR,10,0.3508595946439539,0.23891979167347877,0.25760382334260307,0.16093874276158432,17
2,1,+2SNR,9,0.2776868654465311,0.2405000835858991,0.21790635263958985,0.12070952209290343,18
2,1,+2SNR,9,0.3146407834893551,0.2395491261681647,0.27448694808272583,0.18896854484003012,19
2,1,+2SNR,1,0.4029745185595267,0.2548000772121515,0.22765917004268665,0.07389464850768473,20
2,1,+2SNR,17,0.28405506488824805,0.2636392090465256,0.17009284412515313,0.1499871521698081,21
2,2,-4SNR,1,0.49403016357063817,0.13583567195295787,0.49403016357063817,0.13351852209525586,1
2,2,-4SNR,2,0.47755076007958774,0.20630626349802528,0.47755076007958774,0.1959783161670513,2
2,2,-4SNR,5,0.4098480388520838,0.12758009518301422,0.23280610128187784,0.12853609357725676,3
2,2,-4SNR,3,0.3159348224181995,0.20273509329486425,0.15763201704239438,0.1916608716415349,4
2,2,-4SNR,4,0.4324528816222972,0.1663529966803515,0.1417190979661628,0.18916995660530544,5
2,2,-4SNR,7,0.3354391435149448,0.15804082299851158,0.2541208997860815,0.22237834812184631,6
2,2,-4SNR,6,0.5305743282253201,0.13489410285047942,0.3282963938250803,0.3282963938250803,7
2,2,-4SNR,7,0.3871447309134441,0.2231193063055315,0.2780287235033326,0.1968696039935376,8
2,2,-4SNR,7,0.3523598342249277,0.18911806848924617,0.2906998297415682,0.20335959103456577,9
2,2,-4SNR,8,0.41452071237619253,0.14367485000268698,0.28211428668357635,0.14663083956952008,10
2,2,-4SNR,8,0.3091222262608253,0.20550047746872377,0.1672684397249292,0.07921930432327395,11
2,2,-4SNR,10,0.23503056171803827,0.1989299112740565,0.06920909690352185,0.15474099719528753,12
2,2,-4SNR,6,0.35277354251424664,0.18956072337271423,0.2563044189905411,0.13140777364260922,13
2,3,clear,2,0.2783049219896524,0.1551727924472606,0.2736296812481682,0.24007954227170608,1
2,3,clear,2,0.4127411014766158,0.1453616345298577,0.4127411014766158,0.21725318723195056,2
2,3,clear,3,0.280566598030352,0.1525220892585184,0.280566598030352,0.16551928810325128,3
2,3,clear,4,0.4286675342964838,0.12767839799011735,0.4286675342964838,0.4258766624014793,4
2,3,clear,1,0.07043393051103586,0.24657401502884616,-0.03224858998583484,-0.03224858998583484,5
2,3,clear,5,0.4631699993089146,0.14729883783588166,0.3716098977829575,0.17140248373456834,6
2,3,clear,7,0.4050166821344073,0.1413776767044439,0.4050166821344073,0.1329254795891462,7
2,3,clear,7,0.4024267179515854,0.1591512392700002,0.3916526029962936,0.06361799547153513,8
2,3,clear,9,0.36473074526191374,0.2297535476028597,0.36473074526191374,0.11724528534275108,9
3,1,-4SNR,16,0.29706302414294794,0.07679850934349151,0.08216899316390755,0.16646018845532198,1
3,1,-4SNR,1,0.18456055665633953,0.08328178585958487,0.0462435226579093,0.03878481920268629,2
3,1,-4SNR,2,0.39057875104585105,0.10018568809601776,0.1128079077901405,0.00797939941301609,3
3,1,-4SNR,4,0.21357987105110815,0.09705378190486454,0.21357987105110815,0.07645986622478251,4
3,1,-4SNR,5,0.15648691877323098,0.08122149542542133,0.15648691877323098,0.20963074080561744,5
3,1,-4SNR,12,0.15078254339011113,0.08408835537483281,0.0307499645789821,0.09597244882996896,6
3,1,-4SNR,12,0.34033108783438815,0.09931010137680762,0.06781769063008436,0.01702228780531865,7
3,1,-4SNR,2,0.23418207767894433,0.11632283678123144,0.08367481781501031,0.08229016850262874,8
3,1,-4SNR,6,0.1914913003590353,0.09328051859744596,0.04168545610642547,0.08297674965907095,9
3,1,-4SNR,6,0.2469612729652816,0.071323825991824,0.14209579266078196,0.12004583157589432,10
3,1,-4SNR,11,0.17258946813147474,0.0942109328140832,0.17258946813147474,0.17258946813147474,11
3,1,-4SNR,12,0.2905987139927675,0.08449445647581943,0.2905987139927675,0.18855352227039887,12
3,1,-4SNR,12,0.2862662384846843,0.13840466961627126,0.1777070525108341,0.054488389714208,13
3,1,-4SNR,17,0.27886681277286074,0.1287449975456558,0.09107847076202293,0.11559119846307722,14
3,1,-4SNR,13,0.2852271780561065,0.11343780851787574,0.04603648284528593,0.08459437545282725,15
3,1,-4SNR,17,0.2560318698574598,0.13681672488503796,0.122312093445373,0.06187476705194939,16
3,1,-4SNR,12,0.2190771375239368,0.1102831872087135,0.1733407140520769,0.15551717175613988,17
3,1,-4SNR,17,0.2928317851096241,0.11287124314520122,0.09000936165292733,-0.03101721264935465,18
3,1,-4SNR,13,0.30347218988093994,0.11940530585724032,0.2803697927974211,0.04493624012628898,19
3,1,-4SNR,20,0.1967066954769209,0.09631952030906792,0.1967066954769209,0.08431590996158014,20
3,1,-4SNR,12,0.2001065756721453,0.08956378450207231,0.1099396778036561,-0.03315923729097133,21
3,2,clear,1,0.3059085951949556,0.03226335385786839,0.3059085951949556,0.0573953414582494,1
3,2,clear,2,0.30258369229012755,0.085493613814755,0.30258369229012755,0.04798672894392844,2
3,2,clear,3,0.25278055178239905,0.04985396413136885,0.25278055178239905,0.06182426834946224,3
3,2,clear,3,0.31045323490090876,0.05596536494639854,0.18831000212127924,0.04372759314347055,4
3,2,clear,4,0.2099521513818953,0.06598865139893777,0.06839618208864144,0.07275723292937405,5
3,2,clear,9,0.12911745637440392,0.0971722193051778,0.1041476884752402,0.2081216568664292,6
3,2,clear,5,0.2609866126317192,0.07955866763710556,0.05581382146781504,0.05581382146781504,7
3,2,clear,8,0.22192548181405292,0.12081175495022536,0.22192548181405292,0.08922548534409158,8
3,2,clear,8,0.15605767893618117,0.06785460836643904,0.12825277371145752,0.1081388233849768,9
3,2,clear,8,0.2376044956774443,0.05881281114325868,0.10373440578910252,0.12331687402946388,10
3,2,clear,7,0.21009332901408123,0.06285759631086986,0.00851495322663859,0.00258125839506072,11
3,2,clear,9,0.0553226881613974,0.0724037158077355,-0.00680207761549588,0.06560605443230431,12
3,2,clear,9,0.2037424945767825,0.09373370731823556,0.08011235415563568,0.02009491182142838,13
3,3,+2SNR,1,0.2831453848220885,0.14366806595528803,0.2831453848220885,0.14706780660816252,1
3,3,+2SNR,1,0.20001973433116552,0.14861683208338702,0.15384534460360158,0.1475207285905308,2
3,3,+2SNR,2,0.12365774243547337,0.18737577370229697,0.08857133755906992,0.03756437469211447,3
3,3,+2SNR,4,0.2478797994641624,0.09547937579962856,0.2478797994641624,0.2290169420500578,4
3,3,+2SNR,4,0.10678314349172756,0.25981911909909927,0.0330306765770002,0.0330306765770002,5
3,3,+2SNR,5,0.4648912918779331,0.14731998037525795,0.42263925794138135,0.2043940948691036,6
3,3,+2SNR,6,0.2689781503129242,0.09442402993950212,0.2659612601368725,0.08831138147485007,7
3,3,+2SNR,7,0.3830995351132356,0.13347898836191338,0.3224359704739457,0.16067089553694486,8
3,3,+2SNR,8,0.29367206078451136,0.2146335989828996,0.11070463443259045,0.07220171775436182,9
4,1,+2SNR,11,0.12461411805770133,0.06742482630686124,0.05145346310437978,-0.05657217199745396,1
4,1,+2SNR,11,0.1886325223732848,0.05589263844163339,0.00963301161007542,-0.006143623184674,2
4,1,+2SNR,11,0.12576398544878178,0.05539141803065969,0.09148553001469754,0.03282924811757595,3
4,1,+2SNR,11,0.16569311048740573,0.06659563383752923,0.0791200139332349,0.06315955771277508,4
4,1,+2SNR,11,0.073346537004612,0.07654655867694349,0.03623803372586718,0.13276356865745578,5
4,1,+2SNR,11,0.22580030269738272,0.11955189329597096,0.1620050547656377,0.09055019758844818,6
4,1,+2SNR,11,0.16146584354722424,0.14145847854620994,0.05457523422330558,0.13250912397322945,7
4,1,+2SNR,3,0.2948543905766264,0.14837660875739497,0.1391217182919791,0.08159503812940702,8
4,1,+2SNR,3,0.5759718804308552,0.10536102585100446,0.04394878820910723,0.14182393071584157,9
4,1,+2SNR,3,0.33970238640196926,0.08546632672945738,0.09656781607339723,0.1724314668289009,10
4,1,+2SNR,11,0.1337862349938774,0.09572072227412956,0.1337862349938774,0.1337862349938774,11
4,1,+2SNR,11,0.1966509274041267,0.08214792086057894,0.17397755335010714,0.10711672892140112,12
4,1,+2SNR,11,0.1764455910037651,0.09327865622708496,0.11190351956892672,0.02569121982086116,13
4,1,+2SNR,11,0.11768084952678498,0.1151591167024082,0.01467545606923378,0.13173673849496542,14
4,1,+2SNR,11,0.2144416406312585,0.09943902736714486,0.01934697515151223,0.10913625694209432,15
4,1,+2SNR,11,0.15685412518167566,0.10926902395648104,0.04016544558422585,0.09095931265841271,16
4,1,+2SNR,11,0.2622842959281766,0.07850835937895942,0.1195647892358097,0.00918695854934139,17
4,1,+2SNR,11,0.24306851961524817,0.08497203518213346,0.05241524306390027,-0.00331236195511598,18
4,1,+2SNR,11,0.20564074283883224,0.12473140128738353,0.07940457610786048,0.00153539170414626,19
4,1,+2SNR,15,0.23220965291708284,0.0882832318011777,0.06866027848894896,-0.03991948182180833,20
4,1,+2SNR,19,0.1427166626884671,0.07503802748268262,0.0968654019125876,0.03571321282658698,21
4,2,clear,2,0.3475417226769065,0.03444702179184154,0.2224383953385395,0.1513609848679919,1
4,2,clear,2,0.22446305134323336,0.07527077960201567,0.22446305134323336,0.02869582921234417,2
4,2,clear,2,0.3882380862148345,0.05654498526202525,0.30217850397419604,0.0652351139857899,3
4,2,clear,2,0.330349120270601,0.07676936873633594,0.1508127873963535,0.11761784832317008,4
4,2,clear,8,0.16986096971001444,0.06680071260039576,0.10355855254354714,0.15903201843518175,5
4,2,clear,9,0.052382163506104563,0.08696855970394952,0.01512112448204284,0.1482511476597183,6
4,2,clear,2,0.4247184240622192,0.06879152771225189,0.17725387777377233,0.17725387777377233,7
4,2,clear,9,0.16740080039072922,0.1431472879727278,0.16512343462933765,0.04799104735737308,8
4,2,clear,6,0.1743992193394005,0.10290798939036928,0.15228949008013534,0.16274260397987414,9
4,2,clear,8,0.21480735090932465,0.0609506792868278,0.14069092757358798,0.1162435307622762,10
4,2,clear,6,0.12987388466446237,0.08951723703101404,0.05077564828826544,0.09330662228102746,11
4,2,clear,9,0.04148472279442899,0.08931600311141141,0.01318212411737106,0.07598858142128241,12
4,2,clear,2,0.2041481325316717,0.11969385823990958,0.06758324219289884,0.01527408663144515,13
4,3,-4SNR,2,0.10461209387624312,0.05625088675822529,0.09733371313557868,0.00799402663813262,1
4,3,-4SNR,5,0.14051306205010242,0.07379745348064752,0.08827764688547854,0.01166756431604124,2
4,3,-4SNR,5,0.1444715706217599,0.1148501143452476,0.13673289125591756,0.02447608509477651,3
4,3,-4SNR,2,0.13542846843135237,0.16564770348145508,0.10775362826777753,0.079968012449312,4
4,3,-4SNR,5,0.1038712649202916,0.089819694074662,0.1038712649202916,0.1038712649202916,5
4,3,-4SNR,5,0.11964414460809558,0.04657517769046554,0.05760539691122786,0.05951263361028142,6
4,3,-4SNR,5,0.08845529920692143,0.0856444328758301,0.00549258896861638,0.04981092738505321,7
4,3,-4SNR,5,0.07415352736864993,0.06010684483202739,0.02398655027980911,-0.05011073989196735,8
4,3,-4SNR,5,0.04745149832343415,0.03765390803988161,0.01202885924857804,0.08300422503175747,9
6,1,-4SNR,11,0.4907627945434362,0.17058459861339506,0.134462077609222,0.06952883217093614,1
6,1,-4SNR,16,0.19802930710255745,0.1670017096064058,0.05872712654516264,0.15295283728728215,2
6,1,-4SNR,2,0.3990628658036154,0.17560227876870754,0.3659912557608961,0.2153632383919682,3
6,1,-4SNR,2,0.3312370129498567,0.17670435704122234,0.2783941517606802,0.24246743428205217,4
6,1,-4SNR,13,0.19922690522375733,0.18243808390635752,0.13410922528107613,0.2923538384652107,5
6,1,-4SNR,4,0.4406299710463373,0.2102939419379063,0.24849586253631464,0.18570242775072057,6
6,1,-4SNR,18,0.3587934948673053,0.194124408855908,0.3002605865405523,0.2326852912818576,7
6,1,-4SNR,4,0.4568496190533411,0.18459584900625195,0.1963714784760336,0.2184578041442484,8
6,1,-4SNR,4,0.29167846843135237,0.19526118020507893,0.12125755057490432,0.32080567071216853,9
6,1,-4SNR,6,0.3417589503357219,0.15449851721811056,0.17443015868928685,0.3518381427312574,10
6,1,-4SNR,18,0.2752977978622355,0.1847365414412581,0.14240563595060712,0.14240563595060712,11
6,1,-4SNR,18,0.5105969118000481,0.22164411456723981,0.2772235163291463,0.2133800437983412,12
6,1,-4SNR,9,0.32080567071216853,0.30513438114270774,0.302516767191135,0.10147434439409024,13
6,1,-4SNR,18,0.26306303358281546,0.34860085737010504,0.21394923626744616,0.18257017043178725,14
6,1,-4SNR,14,0.36480957214056015,0.2723986253958446,0.36240649528256386,0.26231936913794607,15
6,1,-4SNR,13,0.27387452292260334,0.21526360246193327,0.23967705773729825,0.17379549452561605,16
6,1,-4SNR,13,0.40459037045483887,0.2560776980673308,0.2451581344506079,0.12067243083246276,17
6,1,-4SNR,13,0.4370632452993212,0.28706086408467896,0.30500364424188325,0.10694124366281,18
6,1,-4SNR,18,0.47346265921653446,0.2862969446270056,0.4083618644826352,0.2432443710180539,19
6,1,-4SNR,20,0.5084709848250762,0.2754188106539179,0.5084709848250762,0.17996387076219575,20
6,1,-4SNR,18,0.3558175726130395,0.2703627826701457,0.30395641644064497,0.193647557106236,21
6,2,+2SNR,1,0.5092637572650014,0.11072701311313345,0.5092637572650014,0.12819127836751712,1
6,2,+2SNR,2,0.5549034509074635,0.19609359164746967,0.5549034509074635,0.117953566870815,2
6,2,+2SNR,2,0.5936813891394102,0.15949376142423694,0.3944101297333346,0.1026344036668413,3
6,2,+2SNR,3,0.4804739635743984,0.17260529266375274,0.2356226377482036,0.2092963849045281,4
6,2,+2SNR,3,0.3231378734402575,0.14160863469517382,0.292471134158346,0.21952928710440356,5
6,2,+2SNR,4,0.26600003320836857,0.14336260403306247,0.11274317704811096,0.12205470410840562,6
6,2,+2SNR,2,0.4889378335673799,0.11154527696222397,0.4292776550110116,0.4292776550110116,7
6,2,+2SNR,7,0.3292326685728286,0.19180738631314537,0.24401647193426085,0.14403754046816575,8
6,2,+2SNR,7,0.23604387323689507,0.12592155827055043,0.21855461404262075,0.1939112829658446,9
6,2,+2SNR,9,0.32968910837227744,0.1199311714634334,0.22360029185054775,0.10014917754074694,10
6,2,+2SNR,10,0.3440575015461172,0.1624614190393156,0.15702009537288925,0.2526153928419679,11
6,2,+2SNR,11,0.2980299582725777,0.1934905491888818,-0.03207521416477579,0.1078431647690372,12
6,2,+2SNR,13,0.3298087001901613,0.18855233715626665,0.3298087001901613,0.04629005147305706,13
6,3,clear,1,0.22830701539808423,0.161269344590691,0.22830701539808423,0.20932557564001328,1
6,3,clear,1,0.282763844542864,0.14732926476347663,0.19883479031482815,0.2477739368398164,2
6,3,clear,2,0.25562488198235317,0.1808684302338794,0.02131854679506986,0.05527150853732504,3
6,3,clear,3,0.2749495563966995,0.1748440255251366,0.15642291373410697,0.5422983292992756,4
6,3,clear,4,0.20645345527059655,0.3117582585074335,-0.04107425384236848,-0.04107425384236848,5
6,3,clear,9,0.5783059603918472,0.17825505772199912,0.5219385864776095,0.24912479185978645,6
6,3,clear,6,0.38347357763701495,0.1427732647049177,0.2793528663267758,0.04923213427404126,7
6,3,clear,6,0.4147381510282555,0.19634900112531617,0.32941344871882905,0.1485549812030075,8
6,3,clear,9,0.5022402789221914,0.29421633972264494,0.5022402789221914,0.15727121027454485,9
9,1,+2SNR,1,0.4823500479359411,0.1465909611318235,0.4823500479359411,0.06805183621153339,1
9,1,+2SNR,2,0.25597984815471486,0.13948680284754814,0.25597984815471486,0.20558497822344507,2
9,1,+2SNR,4,0.30024891888682886,0.1463153932614472,0.15936490378615595,0.18556530887108508,3
9,1,+2SNR,4,0.2339827850400353,0.15278299852595437,0.2339827850400353,0.23968369303681572,4
9,1,+2SNR,12,0.25643750500680923,0.1605967766855343,0.11926029987517718,0.18883886166819527,5
9,1,+2SNR,1,0.21080558803169588,0.18298021333065448,0.09674555141591204,0.13561949353161115,6
9,1,+2SNR,12,0.37689051753241554,0.19153367898247345,0.2430855751236649,0.11061570947372788,7
9,1,+2SNR,7,0.28828105670991466,0.21050749463877283,0.2410480166291461,0.12069418235330652,8
9,1,+2SNR,8,0.19528250384809048,0.16354750219652467,0.05919142721175628,0.16338814324896833,9
9,1,+2SNR,8,0.3555407484280661,0.14063806304635532,0.21591695488176849,0.338466909384518,10
9,1,+2SNR,15,0.28036287514284747,0.15859008621623372,0.12704872376431947,0.12704872376431947,11
9,1,+2SNR,12,0.4335514880169003,0.15902141535301414,0.4335514880169003,0.23797676276811297,12
9,1,+2SNR,13,0.3120468603457165,0.196917807610965,0.3120468603457165,0.1236671137202378,13
9,1,+2SNR,1,0.20891276506797543,0.1924399383720656,0.17458314097989597,0.09369449722030128,14
9,1,+2SNR,12,0.1969825667840235,0.1464600094304478,0.1888175039652567,0.27381406229478894,15
9,1,+2SNR,15,0.23693444385384543,0.11544722288339032,0.221211046853653,0.05761984896397875,16
9,1,+2SNR,4,0.3244064904460542,0.1166196947126518,0.08917971553557719,0.02680498794687261,17
9,1,+2SNR,12,0.24902698239333385,0.1595144314777167,-0.04680079193417345,0.02940180192681095,18
9,1,+2SNR,12,0.301364905165583,0.17673993410476213,0.13519048533556677,0.05965810568699976,19
9,1,+2SNR,15,0.3176845531180909,0.16925804261434035,0.2580992547824225,0.13029360236043477,20
9,1,+2SNR,21,0.3796597386050471,0.16681769872235183,0.3796597386050471,0.02637341674132599,21
9,2,-4SNR,1,0.2979505252142915,0.057324404996552517,0.2979505252142915,0.0278529521302818,1
9,2,-4SNR,5,0.17307078836008177,0.0894778041462401,-0.0135625969175221,-0.04793876127577461,2
9,2,-4SNR,6,0.29580466728707056,0.0534082008477348,0.19874401438703887,0.00985960755528617,3
9,2,-4SNR,3,0.2708621637514933,0.06722173671836151,0.11631655590064016,-0.0590628942174545,4
9,2,-4SNR,8,0.22272310947283908,0.07481570942508356,0.15455474802874766,0.1757709715982968,5
9,2,-4SNR,5,0.24773223520801477,0.10105457430363224,0.19142827170776408,0.2233527501247849,6
9,2,-4SNR,6,0.26396223726905926,0.05872245751485606,0.07124600170517617,0.07124600170517617,7
9,2,-4SNR,5,0.38670877420764765,0.12075651329516791,0.16239999517475634,0.04759184716489152,8
9,2,-4SNR,6,0.18578081781882677,0.10317620537833512,0.02476684568485666,0.09185978163819276,9
9,2,-4SNR,5,0.24649562553424303,0.09006149164512067,0.08497898831971923,0.03188651469845153,10
9,2,-4SNR,13,0.2745038093840591,0.09003642493510869,0.06003546347758224,0.11942973556674435,11
9,2,-4SNR,11,0.19324007298277307,0.09541407924191636,0.09132273944762656,0.0409865452729998,12
9,2,-4SNR,6,0.24449923599391848,0.0872542393632308,0.06172104570457579,0.00747363942434237,13
9,3,clear,1,0.2901965486231345,0.14889251468469317,0.2901965486231345,0.05001238974493684,1
9,3,clear,2,0.3949295589947582,0.14700282251550878,0.3949295589947582,0.11609218450931882,2
9,3,clear,5,0.1442998674358159,0.2024512795069144,0.07469266931869302,0.00983616250924306,3
9,3,clear,5,0.3638089190170074,0.12146033586128992,0.07362188583969169,0.1792372857942576,4
9,3,clear,1,0.03084126564495056,0.2881871750466184,0.02508100531898941,0.02508100531898941,5
9,3,clear,6,0.45264050755231056,0.16500936926498858,0.45264050755231056,0.16729974248026053,6
9,3,clear,7,0.2147612902887484,0.1344310278078733,0.2147612902887484,0.03035988545498775,7
9,3,clear,7,0.31508599777967333,0.1505562827003955,0.22265461623527127,0.08995360656113782,8
9,3,clear,7,0.2274790321329243,0.21478323134588131,0.20433709717022325,0.00844885855025574,9
10,1,clear,1,0.24144783200765135,0.06011887371836323,0.24144783200765135,0.08268389016890706,1
10,1,clear,1,0.11620292754841044,0.05963804037434321,0.04740861834987574,0.07601303617196822,2
10,1,clear,2,0.3386899695537114,0.06083887095275977,0.22226471860501784,0.09535847292177332,3
10,1,clear,2,0.2217357720818056,0.07378680880197136,0.15535863971030212,0.0910523667466663,4
10,1,clear,2,0.10223808740976226,0.08487139726253815,0.04919231479214286,0.13012019350334753,5
10,1,clear,1,0.137066999921068,0.10096619055369949,0.02563001237045766,0.03776035373414465,6
10,1,clear,7,0.21538984380400447,0.11747559897730751,0.21538984380400447,0.02232392261744776,7
10,1,clear,11,0.21470795882935528,0.12287553090791396,0.13365973625551186,0.01681806130997376,8
10,1,clear,9,0.299406095130226,0.07360460606560867,0.299406095130226,0.06230536061330426,9
10,1,clear,11,0.2676769274466426,0.08283873916858078,0.16868569344565473,0.1483696016419769,10
10,1,clear,1,0.138661495239715,0.11757629262021252,0.04131681835656803,0.04131681835656803,11
10,1,clear,1,0.2601063088533675,0.1095665727166953,0.14203750538767868,0.19045922219452072,12
10,1,clear,1,0.19451495484263231,0.1295296843757297,0.06802635304774539,0.04257584386003904,13
10,1,clear,18,0.15598291930109273,0.11829826723802896,0.0836966193409109,0.05551833938126984,14
10,1,clear,21,0.223336032779337,0.10070281205332383,0.0800773211673078,0.1053398868060529,15
10,1,clear,21,0.137476491874975,0.09296317099277332,0.11640068219602402,0.05737443718252875,16
10,1,clear,2,0.1639555367707027,0.0888715912683118,0.05763153322405227,0.02408388635775939,17
10,1,clear,1,0.1630252869631183,0.0974028695365535,0.07956387925862993,0.0163407795820625,18
10,1,clear,1,0.18168880126560744,0.10326693789439136,0.1107265306755966,0.06579876405314661,19
10,1,clear,1,0.19046034744100365,0.08603459229190569,0.14024013537757785,0.065086762225137,20
10,1,clear,21,0.1199234543316137,0.0856770553224713,0.1199234543316137,0.08691108130921305,21
10,2,-4SNR,1,0.4433924780558703,0.07230479241096366,0.4433924780558703,0.1747693827891647,1
10,2,-4SNR,1,0.5543676900584795,0.13018386424681186,0.4353483237202595,0.1359895886977718,2
10,2,-4SNR,1,0.5321148368924594,0.0822962919799115,0.16846375356198717,0.0701961810919994,3
10,2,-4SNR,1,0.4500704887218045,0.1424310121546603,0.23119710663645415,0.07666104473512549,4
10,2,-4SNR,3,0.2821366522756663,0.15258815040818227,0.1963641087593413,0.11757776290040169,5
